account_id,borrower_income,dti_ratio,interest_rate,credit_utilization,delinquencies_6m,current_balance,default_flag,probability_of_default
2292,127324.99,0.0483,0.1122,0.2636,0,33716.5,1,0.08216546952694997
2293,64848.23,0.1903,0.216,0.3113,0,5604.88,1,0.3944668258326719
2294,85962.27,0.0775,0.1344,0.2974,0,9439.61,0,0.16201998478877952
2295,67045.73,0.0483,0.183,0.2454,0,24342.54,0,0.19564651475141948
2296,62527.76,0.1267,0.1708,0.3908,0,7715.92,0,0.3351773922006235
2297,87976.91,0.4366,0.0723,0.439,1,40545.24,1,0.7257065947452214
2298,57743.14,0.2568,0.1683,0.2125,1,34994.76,1,0.6220435292352084
2299,71684.81,0.1654,0.1546,0.481,0,18127.41,1,0.3908367643163642
2300,73042.45,0.1351,0.2207,0.4173,0,28900.82,0,0.41636636016074574
2301,48297.74,0.2759,0.2174,0.9442,0,33621.07,1,0.893125491439917
2302,89801.06,0.2075,0.0787,0.3862,1,35215.97,0,0.4928760494539828
2303,60626.01,0.174,0.0655,0.477,0,20827.04,1,0.2870430853511262
2304,46106.37,0.0677,0.106,0.4976,0,40952.01,0,0.3040713806873355
2305,78412.75,0.1096,0.2375,0.7296,1,42671.39,1,0.8690768350615323
2306,42538.3,0.4071,0.0541,0.466,0,12828.61,1,0.5060096395388998
2307,65704.53,0.2425,0.1778,0.4502,2,41449.55,1,0.920828774771708
2308,64772.03,0.1077,0.1656,0.6766,2,33507.22,1,0.9319152946130239
2309,92147.39,0.2653,0.1728,0.774,2,40525.52,1,0.9645114020937264
2310,76867.46,0.3497,0.0915,0.8142,0,21990.17,0,0.7023396709464607
2311,64374.33,0.1366,0.0931,0.3183,0,31447.9,0,0.19479711046946738
2312,85444.16,0.1864,0.1318,0.6678,0,14415.19,1,0.4892945619426067
2313,99755.19,0.1984,0.0682,0.2535,1,35044.07,0,0.34037027771744527
2314,78945.26,0.1014,0.0642,0.7409,1,28269.34,1,0.6771610886488392
2315,65258.82,0.2462,0.0668,0.7976,0,24237.8,0,0.5908086671903118
2316,32204.09,0.1072,0.1589,0.4633,0,32707.26,0,0.4243603703557048
2317,38372.16,0.0526,0.1256,0.2483,0,27093.81,0,0.18383195220862233
2318,57369.38,0.1046,0.1058,0.6382,0,35614.19,0,0.4149551283612592
2319,49762.19,0.2374,0.11,0.1569,0,39337.44,0,0.21179333577925305
2320,60325.72,0.1081,0.0894,0.2078,0,37024.25,1,0.13348166997121114
2321,66416.25,0.1915,0.1282,0.691,0,17300.27,1,0.5531343962384014
2322,78242.32,0.2118,0.0886,0.2848,0,44044.77,0,0.19575604437784352
2323,63237.53,0.0702,0.1826,0.8198,0,30989.65,1,0.6395949280839268
2324,77162.54,0.5521,0.0735,0.8259,0,17938.66,1,0.8218036531196984
2325,66611.86,0.1626,0.2302,0.3952,0,6703.24,1,0.4548107951943975
2326,20000.0,0.3366,0.0671,0.1854,0,44523.86,1,0.3001306208736479
2327,41516.62,0.1907,0.2293,0.3582,0,28960.7,1,0.510421518883281
2328,61397.81,0.3327,0.2083,0.6948,0,14101.61,1,0.7915204478678224
2329,34757.63,0.3015,0.1793,0.908,2,24644.95,1,0.9887574469393704
2330,79998.22,0.2117,0.2233,0.3942,0,20901.62,0,0.45565033724274956
2331,103268.77,0.0552,0.0765,0.7346,0,43054.61,0,0.2981396422201814
2332,95469.05,0.4389,0.0835,0.5843,1,24706.44,1,0.8109713976347885
2333,59663.93,0.1038,0.0979,0.578,0,24386.71,1,0.35033858182333627
2334,102268.15,0.0715,0.0965,0.6048,0,36783.99,0,0.2543759950195479
2335,68716.69,0.3151,0.1091,0.5713,1,20636.46,1,0.799562385528982
2336,56572.85,0.2408,0.1594,0.2539,1,12860.73,1,0.6284637123500215
2337,49664.93,0.1928,0.0554,0.4766,0,35735.95,0,0.30974304866663416
2338,57438.26,0.1355,0.1226,0.1721,0,41404.35,0,0.16306587624299623
2339,55295.58,0.4021,0.0968,0.4963,1,6829.05,1,0.8194536283739171
2340,69260.41,0.0836,0.1653,0.3519,0,39396.0,1,0.2545421676137063
2341,69014.35,0.2203,0.2372,0.8099,1,22514.53,1,0.9344300013465304
2342,65076.15,0.0717,0.1484,0.8231,0,16565.34,1,0.5852737988666511
2343,75923.45,0.3053,0.1309,0.6147,0,6567.21,1,0.5779518052124816
2344,94766.16,0.5315,0.12,0.6747,0,13220.91,1,0.7496984158559269
2345,88738.85,0.277,0.1991,0.2842,0,18314.79,0,0.3684258076751407
2346,27877.55,0.1105,0.0637,0.4233,0,7827.37,0,0.2661664359357823
2347,20000.0,0.3348,0.2324,0.5617,1,12551.6,1,0.9382643914239941
2348,88358.0,0.1471,0.1294,0.6106,0,34473.62,0,0.3964965431661618
2349,30828.03,0.1288,0.1096,0.443,0,32474.43,1,0.3531761311839836
2350,59380.86,0.1888,0.2351,0.5705,1,35793.56,1,0.862882023098849
2351,35747.17,0.0521,0.2278,0.662,0,11610.31,1,0.6366500667598426
2352,20000.0,0.451,0.172,0.7557,0,6721.21,0,0.8943270323701115
2353,78536.57,0.2115,0.0535,0.8422,1,23743.59,1,0.8044076419746923
2354,83978.88,0.2215,0.1922,0.5077,1,18711.39,1,0.7740792902769251
2355,50587.24,0.4132,0.1138,0.3206,0,36069.32,1,0.47299428209750416
2356,20000.0,0.4203,0.1238,0.6392,0,26553.07,1,0.78935109631612
2357,51343.89,0.1436,0.0802,0.6772,1,42247.21,1,0.7438696524186595
2358,74795.1,0.2276,0.1495,0.6223,1,7448.26,1,0.8073670552472979
2359,28027.21,0.1145,0.1915,0.2407,0,19547.05,0,0.3218689463961004
2360,69584.0,0.3692,0.1019,0.6321,0,21209.62,1,0.6173151484468338
2361,64617.25,0.4412,0.2284,0.4529,0,10035.58,1,0.7413496496505323
2362,79482.29,0.0465,0.087,0.5862,0,28320.64,1,0.25535437356719154
2363,67989.51,0.456,0.0626,0.2823,0,6608.1,0,0.3580893664461965
2364,40673.28,0.0903,0.1724,0.2233,0,33509.01,0,0.24186041737331157
2365,94914.29,0.1557,0.2114,0.2785,2,6497.73,1,0.8189767485030046
2366,61036.76,0.0686,0.2311,0.5036,0,39938.88,1,0.47046784594872604
2367,64317.39,0.2666,0.1958,0.6423,0,7601.08,1,0.6910390873655926
2368,41668.3,0.0935,0.0879,0.8035,0,23253.98,1,0.5467570450399079
2369,53917.94,0.1734,0.2358,0.2941,0,11215.42,1,0.42328574143692355
2370,42879.93,0.1694,0.2247,0.0559,0,10324.89,1,0.2560837700394269
2371,60676.35,0.0351,0.081,0.5526,1,33848.63,1,0.5424078151544588
2372,107792.71,0.2709,0.1562,0.3954,0,35970.04,1,0.3383398543120082
2373,30702.47,0.0241,0.1555,0.4691,0,34567.96,0,0.35346604497761674
2374,24660.97,0.1592,0.1341,0.576,2,21159.67,1,0.9347650325330239
2375,101779.26,0.3245,0.237,0.7319,1,44631.44,1,0.9220436439987075
2376,59766.91,0.3448,0.0613,0.8752,0,18598.76,1,0.7319824859971276
2377,48273.18,0.1613,0.1692,0.7262,0,14811.18,1,0.6604091392327531
2378,90997.62,0.0869,0.089,0.672,0,44860.22,1,0.3232049914183342
2379,49859.61,0.2494,0.1502,0.5132,1,44091.07,1,0.8032378128414601
2380,110650.24,0.2749,0.1982,0.6397,0,28673.44,0,0.5966827225095797
2381,81948.15,0.3097,0.0969,0.3304,0,13361.57,0,0.29310453175107776
2382,52802.21,0.2011,0.1247,0.499,1,14539.95,1,0.7274923455999238
2383,118932.71,0.3368,0.2306,0.6178,0,25835.42,1,0.6650653568560034
2384,49857.13,0.1687,0.1947,0.7429,0,36044.13,1,0.711225176110155
2385,83552.38,0.1664,0.1588,0.357,0,8098.17,1,0.28256223951311643
2386,72482.31,0.1661,0.0922,0.3789,1,32506.82,0,0.5130088058285995
2387,97543.53,0.2494,0.1308,0.4905,0,9124.43,1,0.3751616563484378
2388,104037.78,0.1939,0.1971,0.5966,0,38764.43,1,0.5015973301552152
2389,65800.1,0.4173,0.2059,0.4211,1,26284.73,1,0.8752129259066709
2390,46164.55,0.3975,0.0965,0.6076,0,44587.76,1,0.6673660454438138
2391,76499.3,0.2272,0.1758,0.8035,0,35119.29,1,0.7173497023610779
2392,48057.12,0.0455,0.0681,0.2809,0,24889.15,0,0.13148409424649585
2393,115334.68,0.4471,0.0544,0.7029,0,10647.09,1,0.5590055076980911
2394,68413.38,0.3021,0.1542,0.2379,0,26695.83,1,0.33252405724774176
2395,55866.96,0.0621,0.0926,0.6575,0,9577.79,0,0.37465571354696064
2396,69617.01,0.3263,0.065,0.3987,0,41206.5,0,0.3344822594271012
2397,31321.84,0.0476,0.1887,0.6305,0,14202.71,0,0.5558761703026772
2398,40709.65,0.059,0.1446,0.344,2,39614.67,1,0.8094267666938129
2399,95010.35,0.1805,0.2013,0.4383,0,17156.1,1,0.3909556873001181
2400,48577.64,0.64,0.1761,0.5338,0,13875.94,1,0.8660178170028875
2401,38827.23,0.1085,0.1887,0.3072,0,17169.45,0,0.3374074970357732
2402,78416.32,0.4396,0.1084,0.3255,0,33302.17,1,0.4253116238044643
2403,94642.6,0.3321,0.1,0.2587,0,26008.62,0,0.24350537860931445
2404,82973.83,0.1085,0.1642,0.1922,0,9298.9,0,0.16206132619859126
2405,89901.19,0.2527,0.088,0.7185,1,10482.36,1,0.7830394293443692
2406,46080.12,0.4561,0.2049,0.5077,0,20141.19,1,0.7877562670036203
2407,29454.73,0.2899,0.1494,0.7266,0,18541.74,1,0.7681101582881955
2408,102533.34,0.0688,0.0931,0.3471,0,39069.42,1,0.12453300841632128
2409,56933.0,0.0438,0.1688,0.3651,0,27890.13,0,0.2618364351193376
2410,58729.17,0.3472,0.2296,0.796,0,12468.6,1,0.8682535101771242
2411,98204.85,0.129,0.0656,0.2447,2,6133.72,1,0.5738439088735291
2412,78905.75,0.1943,0.0708,0.4944,0,9094.52,1,0.28487970013934766
2413,76397.19,0.1458,0.2103,0.659,0,33016.47,1,0.5957188787523229
2414,119125.06,0.1664,0.0708,0.7393,0,38883.89,1,0.35006206324410666
2415,48912.04,0.1625,0.0575,0.2503,0,36301.52,1,0.1638033785252725
2416,88196.0,0.1122,0.1161,0.6486,0,36595.02,0,0.37441091276320365
2417,66425.33,0.2963,0.1387,0.3601,0,15438.44,0,0.40033253359203175
2418,71714.81,0.3324,0.1582,0.9232,0,44563.44,1,0.8379557849409793
2419,103211.71,0.1193,0.1464,0.3456,1,8456.34,1,0.45762107150298725
2420,77695.89,0.1273,0.2235,0.4747,0,37843.81,0,0.4485469018169723
2421,78457.4,0.3853,0.196,0.3613,0,8872.69,1,0.5487515050225452
2422,91812.68,0.1118,0.2369,0.7086,1,15701.25,1,0.8452687639077804
2423,55876.18,0.285,0.1405,0.7895,0,24816.56,0,0.7441149756688771
2424,44019.76,0.4147,0.066,0.6815,2,7133.63,1,0.964999859045495
2425,38879.77,0.0857,0.2316,0.3684,0,20766.85,1,0.43153880790045784
2426,20000.0,0.1307,0.0508,0.6847,0,19004.58,1,0.4759410605032762
2427,116405.18,0.1399,0.1975,0.2382,1,30886.88,1,0.44235287403957535
2428,37419.79,0.1756,0.0559,0.1498,0,33720.54,0,0.14096004523814568
2429,59468.66,0.2297,0.1946,0.4369,0,8619.81,0,0.5093889775657536
2430,58079.67,0.1414,0.2282,0.6409,0,6522.74,1,0.6479399687967724
2431,72685.17,0.2681,0.124,0.8086,0,36035.65,1,0.6884731169010012
2432,85393.43,0.3022,0.0958,0.1644,0,26119.66,1,0.1839210326053583
2433,86511.84,0.621,0.093,0.2868,1,26385.47,0,0.7886347689235849
2434,50423.06,0.3883,0.1434,0.3611,0,44228.67,1,0.5323343495677956
2435,60821.96,0.2878,0.0825,0.5566,1,22509.66,1,0.7565517065677176
2436,72064.5,0.2046,0.1779,0.8859,0,12847.7,0,0.763638446041191
2437,58782.72,0.1773,0.12,0.5142,0,32225.65,1,0.402347904558555
2438,105183.64,0.3689,0.1114,0.5763,0,37627.12,1,0.5028423317990944
2439,77274.37,0.1651,0.1376,0.6728,2,25094.43,1,0.9248346630517927
2440,83371.94,0.168,0.1531,0.6922,0,32672.58,1,0.532450126061296
2441,81572.03,0.1124,0.077,0.6123,0,25557.26,0,0.3044013402832892
2442,94336.85,0.1768,0.1845,0.6572,0,21294.09,1,0.5376273188681641
2443,69525.54,0.0958,0.2178,0.6113,0,6371.12,1,0.5405953020292316
2444,32579.2,0.2103,0.1028,0.1217,1,11949.7,0,0.45973365833778773
2445,74992.2,0.169,0.0843,0.4902,0,24190.7,0,0.28896508631468953
2446,48716.08,0.2233,0.1945,0.6153,0,20861.14,1,0.6679755760406201
2447,51784.58,0.2061,0.0849,0.6881,0,38715.35,0,0.5281923112157009
2448,79659.1,0.3045,0.0578,0.6467,0,9337.84,1,0.4732291074675461
2449,95957.08,0.2193,0.1677,0.3489,0,7005.1,1,0.30519923359715434
2450,65531.79,0.269,0.0956,0.4602,0,8485.49,1,0.38749666160704666
2451,72720.83,0.2702,0.0826,0.2156,0,32123.71,0,0.19673989551918614
2452,107555.37,0.2462,0.2365,0.1867,0,28778.94,0,0.2878070328945509
2453,71018.83,0.2588,0.1055,0.6239,0,30288.81,0,0.512440767639839
2454,130042.08,0.1797,0.2217,0.4414,1,11276.86,1,0.6472101642514834
2455,79137.74,0.4374,0.0839,0.8217,0,25654.11,0,0.7571643763907305
2456,20980.93,0.2514,0.2056,0.3306,0,35706.8,0,0.5549390928952891
2457,83833.54,0.0519,0.1454,0.2244,0,32355.05,0,0.1320916199222302
2458,74528.96,0.1044,0.0649,0.7593,0,22547.51,0,0.4039062001112595
2459,97243.82,0.2497,0.1894,0.4534,0,9140.02,1,0.44101592525387495
2460,81829.53,0.1866,0.2195,0.4487,1,39826.01,1,0.7524577841703642
2461,61538.6,0.2187,0.081,0.0954,0,26048.17,0,0.13101556379749454
2462,34392.54,0.0444,0.1879,0.6189,0,40586.43,1,0.5348079940450572
2463,59774.42,0.2688,0.1346,0.4071,1,22548.0,1,0.7176588426787249
2464,43736.99,0.0605,0.1932,0.277,0,14480.52,0,0.2748492374110789
2465,50486.91,0.4163,0.1856,0.4989,0,17296.52,1,0.7237215704219248
2466,79714.46,0.1384,0.0551,0.6952,0,21725.97,1,0.35731749817077607
2467,106747.61,0.2434,0.084,0.463,0,29568.93,0,0.26439724888543586
2468,74866.79,0.1091,0.1395,0.5962,0,35756.44,1,0.3989276863725913
2469,35102.92,0.0238,0.2274,0.6241,0,14705.63,1,0.5830937996267263
2470,76115.07,0.1002,0.115,0.1536,0,12508.88,0,0.11303010605569509
2471,94915.79,0.176,0.1695,0.2249,1,13106.35,0,0.47075433154834956
2472,49755.43,0.0443,0.0523,0.3344,0,42379.99,1,0.13707745739869334
2473,61649.57,0.5293,0.1851,0.2523,1,11557.95,1,0.8478251027831484
2474,65367.2,0.2077,0.1646,0.4931,0,18829.73,1,0.4704052053694656
2475,45377.54,0.1258,0.1859,0.6781,0,24434.7,1,0.6260736155444543
2476,81207.01,0.3488,0.2219,0.5446,1,27248.14,1,0.8860490227172401
2477,61976.3,0.1749,0.0778,0.5978,1,39323.41,0,0.6909548862721152
2478,75488.31,0.2958,0.0997,0.5808,1,9515.35,1,0.7710012746335402
2479,42812.7,0.0894,0.2392,0.5148,1,9320.54,1,0.8139952137359957
2480,54063.54,0.3577,0.0797,0.3885,0,17656.39,1,0.4122517389933494
2481,83059.53,0.1063,0.1869,0.2469,0,21528.06,0,0.2103574767730367
2482,55679.17,0.2031,0.1878,0.3917,0,19951.03,1,0.44592088841768257
2483,108174.1,0.2004,0.1798,0.7281,0,20676.07,1,0.5753143598537489
2484,55009.1,0.3962,0.0932,0.3564,0,39058.2,1,0.44150040314687017
2485,70617.12,0.233,0.0909,0.1325,0,38466.73,0,0.14925245153987463
2486,88314.77,0.2472,0.1766,0.6086,0,37220.05,1,0.564912224376382
2487,29540.86,0.3324,0.0854,0.1462,0,35211.23,0,0.27661802965174936
2488,20979.78,0.0948,0.1757,0.401,0,6615.57,0,0.4175447359776059
2489,26858.59,0.1688,0.1436,0.4197,1,10975.51,0,0.7274824932426253
2490,96564.6,0.3486,0.1235,0.4286,0,34287.71,0,0.4059026416682208
2491,51203.55,0.2758,0.107,0.2982,0,28793.76,1,0.3219827853790227
2492,128954.98,0.179,0.23,0.4218,1,31957.78,1,0.647065410700467
2493,50893.81,0.3139,0.1465,0.475,0,33677.26,1,0.5595142735396466
2494,69613.78,0.1387,0.1566,0.1445,1,41454.59,0,0.41162765641239224
2495,103552.75,0.1402,0.2304,0.2501,0,30405.72,0,0.2504296488542736
2496,115152.32,0.1198,0.1742,0.6259,0,16022.7,1,0.3928853037630346
2497,116537.59,0.2621,0.232,0.4706,0,8320.64,1,0.49014068443722775
2498,95209.16,0.1337,0.0702,0.5768,0,22283.39,1,0.26098273759278934
2499,90601.56,0.4058,0.2109,0.4013,0,33393.98,1,0.5946213225291643
2500,79813.17,0.6118,0.1137,0.8516,1,16276.06,1,0.9652898248993609
2501,84459.03,0.1146,0.204,0.3127,0,9803.17,0,0.2734210356145004
2502,51220.36,0.1809,0.2126,0.8894,0,44949.7,1,0.8219905589193226
2503,44545.03,0.3062,0.1016,0.2758,0,21754.97,0,0.33731066104764296
2504,64915.64,0.262,0.1277,0.3274,0,13652.59,0,0.33248412791208704
2505,60745.38,0.1611,0.1879,0.622,1,11582.24,1,0.8287162952563029
2506,53669.3,0.2618,0.0688,0.3206,0,39511.3,1,0.26852426046843714
2507,82409.69,0.2959,0.1936,0.3387,1,37784.16,1,0.7276975503656165
2508,88882.63,0.3067,0.071,0.479,0,29532.82,1,0.3435761440399599
2509,67210.17,0.4286,0.2237,0.6836,0,26887.42,1,0.8456658274628954
2510,101938.25,0.3185,0.1025,0.3825,0,43057.56,0,0.30249019455077586
2511,36457.77,0.1758,0.1594,0.5011,0,14130.7,0,0.5089689290855841
2512,60158.51,0.1168,0.0723,0.3501,0,21615.74,0,0.18442313232725663
2513,47079.44,0.1759,0.1012,0.7373,0,5986.6,1,0.5780797468945242
2514,20000.0,0.2505,0.1268,0.8457,1,21743.59,1,0.9327285537798835
2515,62932.98,0.0582,0.1425,0.5021,1,20368.66,1,0.6174803441061588
2516,61956.31,0.199,0.05,0.6148,1,42979.73,1,0.6824484791096359
2517,102836.24,0.4913,0.2188,0.3399,0,19329.3,1,0.6071038920154803
2518,80770.29,0.6306,0.0515,0.6285,0,38391.57,0,0.7304072346349717
2519,39395.33,0.2471,0.197,0.4561,1,35663.75,1,0.835551835011261
2520,111352.31,0.0601,0.1394,0.6783,0,10890.88,0,0.33590405029773984
2521,95525.84,0.2829,0.1495,0.4957,0,43508.69,1,0.44418719286527003
2522,79552.44,0.054,0.0896,0.175,0,30238.63,0,0.08586275852844721
2523,59337.9,0.1603,0.1654,0.6743,0,28862.02,1,0.5888335289975384
2524,41014.02,0.2542,0.1521,0.7741,0,5468.22,1,0.7548323855276855
2525,55694.83,0.299,0.0812,0.5776,0,32968.43,1,0.5091398626187127
2526,92218.72,0.4294,0.0952,0.6292,1,7225.15,1,0.8424702108864248
2527,112114.66,0.0566,0.0627,0.6197,0,12415.23,0,0.19728766658762323
2528,103581.09,0.21,0.0626,0.5108,0,8944.84,1,0.2490705853397981
2529,52778.76,0.1458,0.0526,0.7955,0,20128.24,0,0.5033278878955726
2530,37009.56,0.3101,0.0919,0.5171,0,36828.46,0,0.5335118387927744
2531,68522.16,0.0874,0.1791,0.2205,0,33295.26,0,0.19950352608289373
2532,20789.02,0.0705,0.1101,0.6684,0,9267.81,0,0.503250696529215
2533,73079.19,0.2236,0.1151,0.8563,0,36938.45,0,0.6724737452031366
2534,61309.94,0.0346,0.0751,0.1619,2,23433.89,1,0.5246759155313357
2535,53349.09,0.3648,0.1593,0.3379,1,6305.23,0,0.784552994164724
2536,25132.42,0.2844,0.115,0.6986,0,13953.06,1,0.7107852365947785
2537,77840.0,0.2032,0.1785,0.721,2,36407.42,1,0.9558763935128792
2538,51682.48,0.1512,0.1909,0.7133,0,34331.99,1,0.6674291699602652
2539,35752.08,0.2147,0.1611,0.3464,1,12534.04,1,0.7199012825834916
2540,20000.0,0.2075,0.1025,0.4606,0,6519.96,0,0.45115882148472974
2541,64312.13,0.4196,0.1466,0.7997,1,16808.08,1,0.9431991126579354
2542,109306.29,0.4239,0.0979,0.2249,0,36797.08,0,0.2576297307901203
2543,106531.48,0.4139,0.2216,0.4449,0,42535.62,1,0.6156705393497286
2544,53572.59,0.4436,0.1956,0.5637,0,27915.43,1,0.787904300559102
2545,49944.7,0.2781,0.1437,0.5886,0,8644.15,1,0.6145312990531032
2546,76719.36,0.1372,0.2334,0.4434,0,25083.45,0,0.4511066673673186
2547,40040.36,0.3829,0.1539,0.5062,0,44951.65,1,0.6798697281213922
2548,72544.8,0.4376,0.1124,0.4861,1,42546.76,1,0.8245381206714989
2549,84152.01,0.3484,0.0681,0.3182,1,44728.44,1,0.5646117707202575
2550,95673.33,0.3539,0.1533,0.2853,0,32976.59,1,0.3495499655615592
2551,62496.15,0.1587,0.2135,0.394,1,22043.54,0,0.7267361303540399
2552,59908.16,0.3601,0.2147,0.8401,0,40725.18,1,0.8772594051005735
2553,43050.44,0.1121,0.1649,0.7084,0,40807.22,1,0.6096862370541993
2554,44327.99,0.4099,0.1248,0.7793,0,10774.59,1,0.8187772213577236
2555,59338.03,0.1698,0.1736,0.8408,0,36015.43,1,0.7293901243309188
2556,74184.14,0.0677,0.1948,0.5556,1,41772.38,1,0.7164391577801393
2557,87839.62,0.4706,0.1282,0.5589,0,40940.79,1,0.6490323109070107
2558,44920.53,0.3576,0.1405,0.7197,2,33273.34,1,0.9762292063455333
2559,102317.21,0.2941,0.1793,0.5277,0,26494.33,1,0.5134683505788279
2560,58221.91,0.2677,0.2166,0.4715,0,36069.97,1,0.6107595433025755
2561,64465.82,0.1665,0.2003,0.5458,0,25646.23,1,0.5364032905599218
2562,46319.71,0.3289,0.0543,0.7142,0,17849.36,1,0.6237445432104572
2563,20000.0,0.1135,0.0736,0.5066,0,15357.54,0,0.35688097858788187
2564,87101.13,0.0815,0.212,0.6963,0,26626.29,1,0.5439758981331188
2565,83421.1,0.4061,0.2084,0.4925,0,23238.2,1,0.6758357634338893
2566,57966.81,0.3488,0.1239,0.3146,1,25979.81,1,0.7060478409210923
2567,66674.77,0.4008,0.161,0.5428,0,15427.88,1,0.6740788403305547
2568,77898.48,0.5005,0.2221,0.4756,0,28623.32,1,0.7643426241657488
2569,25936.35,0.1029,0.2232,0.4954,0,31482.98,1,0.5677296693057224
2570,51773.68,0.2909,0.1988,0.2704,0,37273.96,1,0.4566908049594427
2571,84856.62,0.2024,0.0898,0.3135,0,28599.5,0,0.19606130841705643
2572,33642.76,0.3163,0.1888,0.2799,1,35242.83,1,0.7876884086988087
2573,72338.95,0.1684,0.0692,0.5758,0,11775.41,1,0.3321673983538472
2574,31085.45,0.3819,0.2198,0.2805,0,9842.51,1,0.6318100593575419
2575,76660.75,0.3553,0.0783,0.8124,0,12185.64,1,0.6873299093574164
2576,64108.96,0.2815,0.1758,0.4542,1,38850.6,1,0.7966590935182388
2577,24621.7,0.0328,0.1659,0.5201,0,27246.0,1,0.43124649500316314
2578,94118.48,0.1851,0.1976,0.8349,0,23212.61,1,0.7005514862033766
2579,46635.21,0.4904,0.1548,0.8559,0,35486.38,1,0.903339990207582
2580,44743.69,0.3165,0.0613,0.419,0,9963.12,1,0.39162555558518986
2581,70014.23,0.4168,0.1841,0.5679,0,5248.32,1,0.7289417708056667
2582,93715.93,0.039,0.1228,0.4901,0,17438.59,0,0.2121756097788416
2583,39604.45,0.0357,0.1109,0.3406,0,14955.77,0,0.2037927027593277
2584,66542.0,0.2017,0.2384,0.4327,0,17293.23,0,0.5354267767932324
2585,75720.41,0.288,0.1622,0.524,1,43942.77,1,0.8043104275033848
2586,82327.64,0.3173,0.185,0.3403,0,27709.83,0,0.4409612026481672
2587,69411.04,0.1742,0.15,0.4404,0,28564.48,0,0.3654740611833728
2588,55824.3,0.2178,0.1963,0.5716,0,31226.77,1,0.6174747492135069
2589,44310.24,0.0638,0.1929,0.6716,0,20909.02,1,0.5793340321805619
2590,67153.6,0.2521,0.1749,0.6885,1,44159.04,1,0.8790556680769016
2591,38196.52,0.0938,0.2396,0.632,0,43930.46,0,0.6622287294368163
2592,20000.0,0.3468,0.1374,0.3987,0,35769.81,1,0.5875830790064902
2593,75914.0,0.2155,0.1842,0.5622,1,13467.69,1,0.8040917683928304
2594,87598.37,0.3403,0.2016,0.223,1,40207.87,1,0.6844397205901054
2595,20000.0,0.1442,0.1214,0.4414,1,9036.8,1,0.7068248376151836
2596,39756.73,0.2424,0.1369,0.5556,0,30195.79,1,0.5695154549106931
2597,80478.86,0.1452,0.2341,0.2322,0,23288.61,1,0.2918552023634731
2598,116437.39,0.1191,0.0561,0.6632,0,6568.63,1,0.24700559837186134
2599,65519.84,0.1785,0.1137,0.3027,0,41156.28,1,0.23364826129214813
2600,46799.93,0.1201,0.1424,0.178,0,43443.71,1,0.19180599228774622
2601,60427.59,0.3625,0.0503,0.7422,0,41295.78,1,0.6359426571999993
2602,99371.91,0.2174,0.2208,0.408,2,12698.67,0,0.898479216813834
2603,48850.9,0.177,0.1044,0.3048,0,18319.28,0,0.25238601544548805
2604,45020.2,0.2324,0.099,0.8244,0,43229.32,1,0.6931205260440392
2605,52931.41,0.165,0.2059,0.4922,0,9256.96,1,0.5288166071221627
2606,41166.78,0.197,0.1028,0.5773,0,28332.19,1,0.485164353860978
2607,68066.76,0.317,0.1749,0.6992,0,24420.9,1,0.7315782881688108
2608,105616.96,0.2057,0.2061,0.7757,1,11075.95,1,0.8729326010610077
2609,73076.98,0.1948,0.2006,0.1504,1,40463.1,1,0.5324938343917185
2610,58691.16,0.3733,0.1986,0.6846,0,10366.18,1,0.8044148630758412
2611,57704.72,0.0855,0.0668,0.4116,0,28708.28,1,0.19533753775505075
2612,25920.23,0.1497,0.0652,0.2668,0,17727.24,1,0.2060736672882072
2613,87077.74,0.1751,0.1083,0.507,2,21719.25,1,0.8476832022788972
2614,63054.07,0.4567,0.0568,0.1773,0,13454.38,0,0.28626749617661035
2615,60488.0,0.2306,0.1451,0.5454,0,29986.76,0,0.5137639816763662
2616,144827.69,0.1873,0.125,0.6883,0,44547.1,1,0.3550410356128961
2617,72468.82,0.0644,0.1558,0.5647,0,38341.72,0,0.3664714358697749
2618,46205.22,0.137,0.1068,0.5453,1,32328.23,1,0.6982502237423359
2619,54341.06,0.3149,0.1423,0.3127,0,35255.25,1,0.4140229662890414
2620,93711.14,0.1129,0.1136,0.5134,1,38571.47,1,0.5565667753181984
2621,67831.76,0.2708,0.0871,0.7474,0,23901.88,1,0.6000047543081292
2622,29043.05,0.4295,0.1734,0.2277,1,27681.77,1,0.8183878106768228
2623,87980.72,0.1919,0.178,0.7711,0,40819.31,1,0.6449402516991092
2624,48296.4,0.1538,0.2076,0.4131,0,32837.89,1,0.46815721748026856
2625,111832.44,0.0602,0.2162,0.5307,1,10440.93,1,0.6440736245229339
2626,92001.2,0.2357,0.1838,0.3366,0,36181.43,1,0.34166546311235496
2627,53816.95,0.2808,0.1806,0.6189,0,5908.25,1,0.6863144923510296
2628,97025.41,0.0842,0.0608,0.7304,0,38901.08,1,0.30889019971582776
2629,66696.39,0.037,0.0709,0.7193,1,36531.97,1,0.6443457738721861
2630,86319.34,0.2382,0.2044,0.6447,0,38229.84,1,0.6340426764442474
2631,77118.32,0.1778,0.0943,0.3233,0,5943.7,0,0.20334763618033083
2632,43841.08,0.4059,0.1176,0.5334,1,43897.95,1,0.8696383888084098
2633,48911.25,0.0728,0.0776,0.6316,0,29565.28,1,0.35691989054916007
2634,90749.02,0.4202,0.0871,0.2745,0,37001.94,1,0.3097133828812549
